ensembl_gene_id,chromosome_name,external_gene_name,transcript_count,description
ENSG00000075035,12,WSCD2,14,WSC domain containing 2 [Source:HGNC Symbol;Acc:29117]
ENSG00000075073,10,TACR2,2,tachykinin receptor 2 [Source:HGNC Symbol;Acc:11527]
ENSG00000075290,10,WNT8B,1,"wingless-type MMTV integration site family, member 8B [Source:HGNC Symbol;Acc:12789]"
ENSG00000075388,11,FGF4,2,fibroblast growth factor 4 [Source:HGNC Symbol;Acc:3682]
ENSG00000075429,17,CACNG5,3,"calcium channel, voltage-dependent, gamma subunit 5 [Source:HGNC Symbol;Acc:1409]"
ENSG00000075673,13,ATP12A,2,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide [Source:HGNC Symbol;Acc:13816]"
ENSG00000075884,2,ARHGAP15,14,Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:21030]
ENSG00000075886,2,TUBA3D,2,"tubulin, alpha 3d [Source:HGNC Symbol;Acc:24071]"
ENSG00000076258,1,FMO4,5,flavin containing monooxygenase 4 [Source:HGNC Symbol;Acc:3772]
ENSG00000076344,16,RGS11,10,regulator of G-protein signaling 11 [Source:HGNC Symbol;Acc:9993]
ENSG00000076641,8,PAG1,4,phosphoprotein associated with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:30043]
ENSG00000077080,7,ACTL6B,6,actin-like 6B [Source:HGNC Symbol;Acc:160]
ENSG00000077092,3,RARB,9,"retinoic acid receptor, beta [Source:HGNC Symbol;Acc:9865]"
ENSG00000077327,10,SPAG6,10,sperm associated antigen 6 [Source:HGNC Symbol;Acc:11215]
ENSG00000077420,10,APBB1IP,3,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein [Source:HGNC Symbol;Acc:17379]"
ENSG00000077498,11,TYR,3,tyrosinase [Source:HGNC Symbol;Acc:12442]
ENSG00000077800,7,FKBP6,7,"FK506 binding protein 6, 36kDa [Source:HGNC Symbol;Acc:3722]"
ENSG00000077935,22,SMC1B,2,structural maintenance of chromosomes 1B [Source:HGNC Symbol;Acc:11112]
ENSG00000077943,10,ITGA8,3,"integrin, alpha 8 [Source:HGNC Symbol;Acc:6144]"
ENSG00000077984,20,CST7,2,cystatin F (leukocystatin) [Source:HGNC Symbol;Acc:2479]
ENSG00000078081,3,LAMP3,5,lysosomal-associated membrane protein 3 [Source:HGNC Symbol;Acc:14582]
ENSG00000078098,2,FAP,13,"fibroblast activation protein, alpha [Source:HGNC Symbol;Acc:3590]"
ENSG00000078401,6,EDN1,1,endothelin 1 [Source:HGNC Symbol;Acc:3176]
ENSG00000078579,8,FGF20,2,fibroblast growth factor 20 [Source:HGNC Symbol;Acc:3677]
ENSG00000078589,X,P2RY10,4,"purinergic receptor P2Y, G-protein coupled, 10 [Source:HGNC Symbol;Acc:19906]"
ENSG00000078795,5,PKD2L2,8,polycystic kidney disease 2-like 2 [Source:HGNC Symbol;Acc:9012]
ENSG00000078814,20,MYH7B,8,"myosin, heavy chain 7B, cardiac muscle, beta [Source:HGNC Symbol;Acc:15906]"
ENSG00000078898,20,BPIFB2,1,"BPI fold containing family B, member 2 [Source:HGNC Symbol;Acc:16177]"
ENSG00000079101,18,CLUL1,12,clusterin-like 1 (retinal) [Source:HGNC Symbol;Acc:2096]
ENSG00000079112,8,CDH17,5,"cadherin 17, LI cadherin (liver-intestine) [Source:HGNC Symbol;Acc:1756]"
ENSG00000079263,2,SP140,16,SP140 nuclear body protein [Source:HGNC Symbol;Acc:17133]
ENSG00000079385,19,CEACAM1,16,carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein) [Source:HGNC Symbol;Acc:1814]
ENSG00000079393,10,DUSP13,15,dual specificity phosphatase 13 [Source:HGNC Symbol;Acc:19681]
ENSG00000079557,4,AFM,2,afamin [Source:HGNC Symbol;Acc:316]
ENSG00000079689,6,SCGN,2,"secretagogin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:16941]"
ENSG00000079841,6,RIMS1,22,regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:17282]
ENSG00000080007,6,DDX43,4,DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 [Source:HGNC Symbol;Acc:18677]
ENSG00000080031,19,PTPRH,7,"protein tyrosine phosphatase, receptor type, H [Source:HGNC Symbol;Acc:9672]"
ENSG00000080166,13,DCT,5,dopachrome tautomerase [Source:HGNC Symbol;Acc:2709]
ENSG00000080224,3,EPHA6,11,EPH receptor A6 [Source:HGNC Symbol;Acc:19296]
ENSG00000080293,2,SCTR,3,secretin receptor [Source:HGNC Symbol;Acc:10608]
ENSG00000080511,19,RDH8,4,retinol dehydrogenase 8 (all-trans) [Source:HGNC Symbol;Acc:14423]
ENSG00000080561,X,MID2,4,midline 2 [Source:HGNC Symbol;Acc:7096]
ENSG00000080572,X,PIH1D3,3,PIH1 domain containing 3 [Source:HGNC Symbol;Acc:28570]
ENSG00000080618,13,CPB2,2,carboxypeptidase B2 (plasma) [Source:HGNC Symbol;Acc:2300]
ENSG00000080910,1,CFHR2,7,complement factor H-related 2 [Source:HGNC Symbol;Acc:4890]
ENSG00000081041,4,CXCL2,3,chemokine (C-X-C motif) ligand 2 [Source:HGNC Symbol;Acc:4603]
ENSG00000081138,18,CDH7,4,"cadherin 7, type 2 [Source:HGNC Symbol;Acc:1766]"
ENSG00000081148,3,IMPG2,1,interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:18362]
ENSG00000081237,1,PTPRC,18,"protein tyrosine phosphatase, receptor type, C [Source:HGNC Symbol;Acc:9666]"
ENSG00000081248,1,CACNA1S,2,"calcium channel, voltage-dependent, L type, alpha 1S subunit [Source:HGNC Symbol;Acc:1397]"
ENSG00000081277,1,PKP1,5,plakophilin 1 (ectodermal dysplasia/skin fragility syndrome) [Source:HGNC Symbol;Acc:9023]
ENSG00000081479,2,LRP2,5,low density lipoprotein receptor-related protein 2 [Source:HGNC Symbol;Acc:6694]
ENSG00000081800,7,SLC13A1,4,"solute carrier family 13 (sodium/sulfate symporter), member 1 [Source:HGNC Symbol;Acc:10916]"
ENSG00000081818,5,PCDHB4,1,protocadherin beta 4 [Source:HGNC Symbol;Acc:8689]
ENSG00000081842,5,PCDHA6,2,protocadherin alpha 6 [Source:HGNC Symbol;Acc:8672]
ENSG00000081853,5,PCDHGA2,2,"protocadherin gamma subfamily A, 2 [Source:HGNC Symbol;Acc:8700]"
ENSG00000081985,1,IL12RB2,6,"interleukin 12 receptor, beta 2 [Source:HGNC Symbol;Acc:5972]"
ENSG00000082074,5,FYB,11,FYN binding protein [Source:HGNC Symbol;Acc:4036]
ENSG00000082175,11,PGR,8,progesterone receptor [Source:HGNC Symbol;Acc:8910]
ENSG00000082196,5,C1QTNF3,6,C1q and tumor necrosis factor related protein 3 [Source:HGNC Symbol;Acc:14326]
ENSG00000082293,6,COL19A1,6,"collagen, type XIX, alpha 1 [Source:HGNC Symbol;Acc:2196]"
ENSG00000082482,1,KCNK2,9,"potassium channel, subfamily K, member 2 [Source:HGNC Symbol;Acc:6277]"
ENSG00000082556,8,OPRK1,4,"opioid receptor, kappa 1 [Source:HGNC Symbol;Acc:8154]"
ENSG00000082929,4,C4orf6,4,chromosome 4 open reading frame 6 [Source:HGNC Symbol;Acc:13716]
ENSG00000083782,12,EPYC,3,epiphycan [Source:HGNC Symbol;Acc:3053]
ENSG00000083842,19,ZNF8,1,Zinc finger protein 8  [Source:UniProtKB/Swiss-Prot;Acc:P17098]
ENSG00000083844,19,ZNF264,6,zinc finger protein 264 [Source:HGNC Symbol;Acc:13057]
ENSG00000084110,12,HAL,11,histidine ammonia-lyase [Source:HGNC Symbol;Acc:4806]
ENSG00000084674,2,APOB,2,apolipoprotein B [Source:HGNC Symbol;Acc:603]
ENSG00000084710,2,EFR3B,5,EFR3 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:29155]
ENSG00000084734,2,GCKR,7,glucokinase (hexokinase 4) regulator [Source:HGNC Symbol;Acc:4196]
ENSG00000085265,9,FCN1,1,ficolin (collagen/fibrinogen domain containing) 1 [Source:HGNC Symbol;Acc:3623]
ENSG00000085514,7,PILRA,7,paired immunoglobin-like type 2 receptor alpha [Source:HGNC Symbol;Acc:20396]
ENSG00000085563,7,ABCB1,10,"ATP-binding cassette, sub-family B (MDR/TAP), member 1 [Source:HGNC Symbol;Acc:40]"
ENSG00000085741,11,WNT11,3,"wingless-type MMTV integration site family, member 11 [Source:HGNC Symbol;Acc:12776]"
ENSG00000086205,11,FOLH1,14,folate hydrolase (prostate-specific membrane antigen) 1 [Source:HGNC Symbol;Acc:3788]
ENSG00000086288,7,NME8,6,NME/NM23 family member 8 [Source:HGNC Symbol;Acc:16473]
ENSG00000086548,19,CEACAM6,2,carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen) [Source:HGNC Symbol;Acc:1818]
ENSG00000086570,5,FAT2,2,FAT atypical cadherin 2 [Source:HGNC Symbol;Acc:3596]
ENSG00000086696,16,HSD17B2,6,hydroxysteroid (17-beta) dehydrogenase 2 [Source:HGNC Symbol;Acc:5211]
ENSG00000086717,X,PPEF1,12,"protein phosphatase, EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:9243]"
ENSG00000086730,7,LAT2,11,"linker for activation of T cells family, member 2 [Source:HGNC Symbol;Acc:12749]"
ENSG00000086967,19,MYBPC2,2,"myosin binding protein C, fast type [Source:HGNC Symbol;Acc:7550]"
ENSG00000087128,4,TMPRSS11E,2,"transmembrane protease, serine 11E [Source:HGNC Symbol;Acc:24465]"
ENSG00000087237,16,CETP,4,"cholesteryl ester transfer protein, plasma [Source:HGNC Symbol;Acc:1869]"
ENSG00000087250,16,MT3,6,metallothionein 3 [Source:HGNC Symbol;Acc:7408]
ENSG00000087494,12,PTHLH,10,parathyroid hormone-like hormone [Source:HGNC Symbol;Acc:9607]
ENSG00000087589,20,CASS4,4,Cas scaffolding protein family member 4 [Source:HGNC Symbol;Acc:15878]
ENSG00000087916,X,SLC6A14,2,"solute carrier family 6 (amino acid transporter), member 14 [Source:HGNC Symbol;Acc:11047]"
ENSG00000088002,19,SULT2B1,4,"sulfotransferase family, cytosolic, 2B, member 1 [Source:HGNC Symbol;Acc:11459]"
ENSG00000088053,19,GP6,5,glycoprotein VI (platelet) [Source:HGNC Symbol;Acc:14388]
ENSG00000088320,20,REM1,1,RAS (RAD and GEM)-like GTP-binding 1 [Source:HGNC Symbol;Acc:15922]
ENSG00000088386,13,SLC15A1,2,"solute carrier family 15 (oligopeptide transporter), member 1 [Source:HGNC Symbol;Acc:10920]"
ENSG00000088726,3,TMEM40,9,transmembrane protein 40 [Source:HGNC Symbol;Acc:25620]
ENSG00000088782,20,DEFB127,1,"defensin, beta 127 [Source:HGNC Symbol;Acc:16206]"
ENSG00000088827,20,SIGLEC1,3,"sialic acid binding Ig-like lectin 1, sialoadhesin [Source:HGNC Symbol;Acc:11127]"
ENSG00000088881,20,EBF4,11,early B-cell factor 4 [Source:HGNC Symbol;Acc:29278]
ENSG00000088926,4,F11,7,coagulation factor XI [Source:HGNC Symbol;Acc:3529]
ENSG00000089012,20,SIRPG,7,signal-regulatory protein gamma [Source:HGNC Symbol;Acc:15757]
ENSG00000089041,12,P2RX7,17,"purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]"
ENSG00000089101,20,C20orf26,22,chromosome 20 open reading frame 26 [Source:HGNC Symbol;Acc:15872]
ENSG00000089127,12,OAS1,11,"2'-5'-oligoadenylate synthetase 1, 40/46kDa [Source:HGNC Symbol;Acc:8086]"
ENSG00000089169,12,RPH3A,29,rabphilin 3A homolog (mouse) [Source:HGNC Symbol;Acc:17056]
ENSG00000089356,19,FXYD3,18,FXYD domain containing ion transport regulator 3 [Source:HGNC Symbol;Acc:4027]
ENSG00000089505,16,CMTM1,21,CKLF-like MARVEL transmembrane domain containing 1 [Source:HGNC Symbol;Acc:19172]
ENSG00000089558,17,KCNH4,2,"potassium voltage-gated channel, subfamily H (eag-related), member 4 [Source:HGNC Symbol;Acc:6253]"
ENSG00000089692,12,LAG3,4,lymphocyte-activation gene 3 [Source:HGNC Symbol;Acc:6476]
ENSG00000090104,1,RGS1,6,regulator of G-protein signaling 1 [Source:HGNC Symbol;Acc:9991]
ENSG00000090376,12,IRAK3,3,interleukin-1 receptor-associated kinase 3 [Source:HGNC Symbol;Acc:17020]
ENSG00000090382,12,LYZ,3,lysozyme [Source:HGNC Symbol;Acc:6740]
ENSG00000090402,3,SI,3,sucrase-isomaltase (alpha-glucosidase) [Source:HGNC Symbol;Acc:10856]
ENSG00000090512,3,FETUB,9,fetuin B [Source:HGNC Symbol;Acc:3658]
ENSG00000090534,3,THPO,4,thrombopoietin [Source:HGNC Symbol;Acc:11795]
ENSG00000090539,3,CHRD,19,chordin [Source:HGNC Symbol;Acc:1949]
ENSG00000090554,19,FLT3LG,13,fms-related tyrosine kinase 3 ligand [Source:HGNC Symbol;Acc:3766]
ENSG00000090659,19,CD209,12,CD209 molecule [Source:HGNC Symbol;Acc:1641]
ENSG00000091010,5,POU4F3,1,POU class 4 homeobox 3 [Source:HGNC Symbol;Acc:9220]
ENSG00000091106,2,NLRC4,4,"NLR family, CARD domain containing 4 [Source:HGNC Symbol;Acc:16412]"
ENSG00000091128,7,LAMB4,10,"laminin, beta 4 [Source:HGNC Symbol;Acc:6491]"
ENSG00000091137,7,SLC26A4,10,"solute carrier family 26 (anion exchanger), member 4 [Source:HGNC Symbol;Acc:8818]"
ENSG00000091138,7,SLC26A3,6,"solute carrier family 26 (anion exchanger), member 3 [Source:HGNC Symbol;Acc:3018]"
ENSG00000091181,3,IL5RA,12,"interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]"
ENSG00000091262,16,ABCC6,7,"ATP-binding cassette, sub-family C (CFTR/MRP), member 6 [Source:HGNC Symbol;Acc:57]"
ENSG00000091428,2,RAPGEF4,17,Rap guanine nucleotide exchange factor (GEF) 4 [Source:HGNC Symbol;Acc:16626]
ENSG00000091482,X,SMPX,2,"small muscle protein, X-linked [Source:HGNC Symbol;Acc:11122]"
ENSG00000091513,3,TF,15,transferrin [Source:HGNC Symbol;Acc:11740]
ENSG00000091583,17,APOH,4,apolipoprotein H (beta-2-glycoprotein I) [Source:HGNC Symbol;Acc:616]
ENSG00000091664,11,SLC17A6,2,"solute carrier family 17 (vesicular glutamate transporter), member 6 [Source:HGNC Symbol;Acc:16703]"
ENSG00000091704,7,CPA1,9,carboxypeptidase A1 (pancreatic) [Source:HGNC Symbol;Acc:2296]
ENSG00000091831,6,ESR1,13,estrogen receptor 1 [Source:HGNC Symbol;Acc:3467]
ENSG00000092009,14,CMA1,2,"chymase 1, mast cell [Source:HGNC Symbol;Acc:2097]"
ENSG00000092054,14,MYH7,1,"myosin, heavy chain 7, cardiac muscle, beta [Source:HGNC Symbol;Acc:7577]"
ENSG00000092067,14,CEBPE,1,"CCAAT/enhancer binding protein (C/EBP), epsilon [Source:HGNC Symbol;Acc:1836]"
ENSG00000092200,14,RPGRIP1,15,retinitis pigmentosa GTPase regulator interacting protein 1 [Source:HGNC Symbol;Acc:13436]
ENSG00000092295,14,TGM1,9,transglutaminase 1 [Source:HGNC Symbol;Acc:11777]
ENSG00000092529,15,CAPN3,20,"calpain 3, (p94) [Source:HGNC Symbol;Acc:1480]"
ENSG00000092850,1,TEKT2,3,tektin 2 (testicular) [Source:HGNC Symbol;Acc:11725]
ENSG00000093134,6,VNN3,16,vanin 3 [Source:HGNC Symbol;Acc:16431]
ENSG00000094661,19,OR1I1,1,"olfactory receptor, family 1, subfamily I, member 1 [Source:HGNC Symbol;Acc:8207]"
ENSG00000094796,17,KRT31,1,keratin 31 [Source:HGNC Symbol;Acc:6448]
ENSG00000094963,1,FMO2,8,flavin containing monooxygenase 2 (non-functional) [Source:HGNC Symbol;Acc:3770]
ENSG00000095110,11,NXPE1,6,"neurexophilin and PC-esterase domain family, member 1 [Source:HGNC Symbol;Acc:28527]"
ENSG00000095303,9,PTGS1,5,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) [Source:HGNC Symbol;Acc:9604]
ENSG00000095464,10,PDE6C,2,"phosphodiesterase 6C, cGMP-specific, cone, alpha prime [Source:HGNC Symbol;Acc:8787]"
ENSG00000095585,10,BLNK,9,B-cell linker [Source:HGNC Symbol;Acc:14211]
ENSG00000095627,10,TDRD1,5,tudor domain containing 1 [Source:HGNC Symbol;Acc:11712]
ENSG00000095917,16,TPSD1,2,tryptase delta 1 [Source:HGNC Symbol;Acc:14118]
ENSG00000095970,6,TREM2,3,triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:17761]
ENSG00000095981,6,KCNK16,5,"potassium channel, subfamily K, member 16 [Source:HGNC Symbol;Acc:14464]"
ENSG00000096006,6,CRISP3,6,cysteine-rich secretory protein 3 [Source:HGNC Symbol;Acc:16904]
ENSG00000096264,6,NCR2,3,natural cytotoxicity triggering receptor 2 [Source:HGNC Symbol;Acc:6732]
ENSG00000096395,6,MLN,3,motilin [Source:HGNC Symbol;Acc:7141]
ENSG00000096996,19,IL12RB1,7,"interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:5971]"
ENSG00000099260,1,PALMD,4,palmdelphin [Source:HGNC Symbol;Acc:15846]
ENSG00000099338,19,CATSPERG,17,catsper channel auxiliary subunit gamma [Source:HGNC Symbol;Acc:25243]
ENSG00000099399,X,MAGEB2,1,"melanoma antigen family B, 2 [Source:HGNC Symbol;Acc:6809]"
ENSG00000099721,Y,AMELY,3,"amelogenin, Y-linked [Source:HGNC Symbol;Acc:462]"
ENSG00000099769,16,IGFALS,3,"insulin-like growth factor binding protein, acid labile subunit [Source:HGNC Symbol;Acc:5468]"
ENSG00000099812,19,MISP,1,mitotic spindle positioning [Source:HGNC Symbol;Acc:27000]
ENSG00000099822,19,HCN2,1,hyperpolarization activated cyclic nucleotide-gated potassium channel 2 [Source:HGNC Symbol;Acc:4846]
ENSG00000099834,11,CDHR5,10,cadherin-related family member 5 [Source:HGNC Symbol;Acc:7521]
ENSG00000099840,19,IZUMO4,11,IZUMO family member 4 [Source:HGNC Symbol;Acc:26950]
ENSG00000099866,19,MADCAM1,4,mucosal vascular addressin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:6765]
ENSG00000099937,22,SERPIND1,2,"serpin peptidase inhibitor, clade D (heparin cofactor), member 1 [Source:HGNC Symbol;Acc:4838]"
ENSG00000099957,22,P2RX6,12,"purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]"
ENSG00000099960,22,SLC7A4,3,"solute carrier family 7, member 4 [Source:HGNC Symbol;Acc:11062]"
ENSG00000099984,22,GSTT2,2,glutathione S-transferase theta 2 [Source:HGNC Symbol;Acc:4642]
ENSG00000099985,22,OSM,3,oncostatin M [Source:HGNC Symbol;Acc:8506]
ENSG00000099994,22,SUSD2,2,sushi domain containing 2 [Source:HGNC Symbol;Acc:30667]
ENSG00000099998,22,GGT5,6,gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:4260]
ENSG00000100012,22,SEC14L3,9,SEC14-like 3 (S. cerevisiae) [Source:HGNC Symbol;Acc:18655]
ENSG00000100024,22,UPB1,6,"ureidopropionase, beta [Source:HGNC Symbol;Acc:16297]"
ENSG00000100053,22,CRYBB3,2,"crystallin, beta B3 [Source:HGNC Symbol;Acc:2400]"
ENSG00000100055,22,CYTH4,11,cytohesin 4 [Source:HGNC Symbol;Acc:9505]
ENSG00000100079,22,LGALS2,2,"lectin, galactoside-binding, soluble, 2 [Source:HGNC Symbol;Acc:6562]"
ENSG00000100100,22,PIK3IP1,7,phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:24942]
ENSG00000100121,22,GGTLC2,3,gamma-glutamyltransferase light chain 2 [Source:HGNC Symbol;Acc:18596]
ENSG00000100147,22,CCDC134,2,coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:26185]
ENSG00000100156,22,SLC16A8,3,"solute carrier family 16 (monocarboxylate transporter), member 8 [Source:HGNC Symbol;Acc:16270]"
ENSG00000100170,22,SLC5A1,4,"solute carrier family 5 (sodium/glucose cotransporter), member 1 [Source:HGNC Symbol;Acc:11036]"
ENSG00000100191,22,SLC5A4,1,"solute carrier family 5 (glucose activated ion channel), member 4 [Source:HGNC Symbol;Acc:11039]"
ENSG00000100197,22,CYP2D6,5,"cytochrome P450, family 2, subfamily D, polypeptide 6 [Source:HGNC Symbol;Acc:2625]"
ENSG00000100218,22,RTDR1,5,rhabdoid tumor deletion region gene 1 [Source:HGNC Symbol;Acc:13437]
ENSG00000100228,22,RAB36,3,"RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:9775]"
ENSG00000100249,22,C22orf31,1,chromosome 22 open reading frame 31 [Source:HGNC Symbol;Acc:26931]
ENSG00000100253,22,MIOX,4,myo-inositol oxygenase [Source:HGNC Symbol;Acc:14522]
ENSG00000100276,22,RASL10A,4,"RAS-like, family 10, member A [Source:HGNC Symbol;Acc:16954]"
ENSG00000100298,22,APOBEC3H,5,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H [Source:HGNC Symbol;Acc:24100]"
ENSG00000100312,22,ACR,4,acrosin [Source:HGNC Symbol;Acc:126]
ENSG00000100314,22,CABP7,1,calcium binding protein 7 [Source:HGNC Symbol;Acc:20834]
ENSG00000100336,22,APOL4,15,"apolipoprotein L, 4 [Source:HGNC Symbol;Acc:14867]"
ENSG00000100341,22,PNPLA5,5,patatin-like phospholipase domain containing 5 [Source:HGNC Symbol;Acc:24888]
ENSG00000100342,22,APOL1,14,"apolipoprotein L, 1 [Source:HGNC Symbol;Acc:618]"
ENSG00000100351,22,GRAP2,11,GRB2-related adaptor protein 2 [Source:HGNC Symbol;Acc:4563]
ENSG00000100362,22,PVALB,6,parvalbumin [Source:HGNC Symbol;Acc:9704]
ENSG00000100365,22,NCF4,4,"neutrophil cytosolic factor 4, 40kDa [Source:HGNC Symbol;Acc:7662]"
ENSG00000100368,22,CSF2RB,5,"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]"
ENSG00000100373,22,UPK3A,2,uroplakin 3A [Source:HGNC Symbol;Acc:12580]
ENSG00000100385,22,IL2RB,7,"interleukin 2 receptor, beta [Source:HGNC Symbol;Acc:6009]"
ENSG00000100399,22,CHADL,3,chondroadherin-like [Source:HGNC Symbol;Acc:25165]
ENSG00000100427,22,MLC1,9,megalencephalic leukoencephalopathy with subcortical cysts 1 [Source:HGNC Symbol;Acc:17082]
ENSG00000100429,22,HDAC10,21,histone deacetylase 10 [Source:HGNC Symbol;Acc:18128]
ENSG00000100433,14,KCNK10,4,"potassium channel, subfamily K, member 10 [Source:HGNC Symbol;Acc:6273]"
ENSG00000100448,14,CTSG,2,cathepsin G [Source:HGNC Symbol;Acc:2532]
ENSG00000100450,14,GZMH,3,"granzyme H (cathepsin G-like 2, protein h-CCPX) [Source:HGNC Symbol;Acc:4710]"
ENSG00000100453,14,GZMB,8,"granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1) [Source:HGNC Symbol;Acc:4709]"
ENSG00000100490,14,CDKL1,11,cyclin-dependent kinase-like 1 (CDC2-related kinase) [Source:HGNC Symbol;Acc:1781]
ENSG00000100557,14,C14orf105,11,chromosome 14 open reading frame 105 [Source:HGNC Symbol;Acc:20189]
ENSG00000100558,14,PLEK2,6,pleckstrin 2 [Source:HGNC Symbol;Acc:19238]
ENSG00000100565,14,C14orf166B,8,chromosome 14 open reading frame 166B [Source:HGNC Symbol;Acc:23346]
ENSG00000100583,14,SAMD15,2,sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:18631]
ENSG00000100593,14,ISM2,11,isthmin 2 [Source:HGNC Symbol;Acc:23176]
ENSG00000100599,14,RIN3,11,Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:18751]
ENSG00000100652,14,SLC10A1,1,"solute carrier family 10 (sodium/bile acid cotransporter), member 1 [Source:HGNC Symbol;Acc:10905]"
ENSG00000100665,14,SERPINA4,3,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4 [Source:HGNC Symbol;Acc:8948]"
ENSG00000100678,14,SLC8A3,10,"solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:HGNC Symbol;Acc:11070]"
ENSG00000100721,14,TCL1A,9,T-cell leukemia/lymphoma 1A [Source:HGNC Symbol;Acc:11648]
ENSG00000100739,14,BDKRB1,3,bradykinin receptor B1 [Source:HGNC Symbol;Acc:1029]
ENSG00000100867,14,DHRS2,9,dehydrogenase/reductase (SDR family) member 2 [Source:HGNC Symbol;Acc:18349]
ENSG00000100884,14,CPNE6,20,copine VI (neuronal) [Source:HGNC Symbol;Acc:2319]
ENSG00000100987,20,VSX1,10,visual system homeobox 1 [Source:HGNC Symbol;Acc:12723]
ENSG00000101049,20,SGK2,9,serum/glucocorticoid regulated kinase 2 [Source:HGNC Symbol;Acc:13900]
ENSG00000101074,20,R3HDML,1,R3H domain containing-like [Source:HGNC Symbol;Acc:16249]
ENSG00000101076,20,HNF4A,8,"hepatocyte nuclear factor 4, alpha [Source:HGNC Symbol;Acc:5024]"
ENSG00000101082,20,SLA2,2,Src-like-adaptor 2 [Source:HGNC Symbol;Acc:17329]
ENSG00000101162,20,TUBB1,1,"tubulin, beta 1 class VI [Source:HGNC Symbol;Acc:16257]"
ENSG00000101188,20,NTSR1,2,neurotensin receptor 1 (high affinity) [Source:HGNC Symbol;Acc:8039]
ENSG00000101197,20,BIRC7,3,baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:13702]
ENSG00000101200,20,AVP,1,arginine vasopressin [Source:HGNC Symbol;Acc:894]
ENSG00000101203,20,COL20A1,10,"collagen, type XX, alpha 1 [Source:HGNC Symbol;Acc:14670]"
